Country;Charter type code;Organisation Name;Erasmus code;Street;Postcode;City
NL;EUCX;TILBURG UNIVERSITY;NL TILBURG01;PO Box 90153;5000 LE;TILBURG
RO;EUCX;UNIVERSITATEA DE VEST DIN TIMISOARA;RO TIMISOA01;Bd. Vasile Parvan Nr. 4;300223;Timisoara
RO;EUCX;"UNIVERSITATEA ""POLITEHNICA"" DIN TIMISOARA";RO TIMISOA04;Piata Victoriei Nr. 2;300006;Timisoara
RO;EUCX;"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" DIN TIMISOARA";RO TIMISOA02;Piata Eftimie Murgu 2;300041;TIMISOARA
RO;EUCX;UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARA A BANATULUI DIN TIMISOARA;RO TIMISOA03;CALEA ARADULUI 119;300645;TIMISOARA
RO;EUCX;Universitatea TIBISCUS ;RO TIMISOA07;Lascar Catargiu Nr. 4-6;300559;Timisoara
ES;EUCP;IES CONCEJO DE TINEO;E  VALDES02;FERNANDEZ NEGRETE, Nº2;33870;TINEO
TR;EUCX;GAZİOSMANPAŞA ÜNİVERSİTESİ;TR TOKAT01;Gaziosmanpasa universitesi, Tasliciftlik Kampusu;60240;Tokat
ES;EUCX;UNIVERSIDAD DE CASTILLA-LA MANCHA;E  CIUDA-R01;Calle Cardenal Lorenzana, 1;45071;TOLEDO
ES;EUCX;IES AZARQUIEL;E  TOLEDO01;Pso. San Eugenio, 21;45003;Toledo
ES;EUCP;IES UNIVERSIDAD LABORAL;E  TOLEDO02;AVENUE D´EUROPE /Nº28 ;45003;TOLEDO
ES;EUCP;I.E.S. MARÍA PACHECO DE TOLEDO;E  TOLEDO08;AVDA. BARBER Nº 4;45004;TOLEDO
ES;EUCP;ESCUELA DE ARTE DE TOLEDO;E  TOLEDO12;CALLE REYES CATÓLICOS, 15;45002;TOLEDO
ES;EUCP;IES EL GRECO;E  TOLEDO15;PASEO DE SAN EUGENIO, 23;45003;TOLEDO
ES;EUCX;Instituto Superior de Formacion Profesional TOLOSALDEA GLHBI;E  SAN-SEB14;Santa Lutzia Auzoa, 17;20400;Tolosa
ES;EUCP;ESCUELA DEL PAPEL / PAPER SCHOOL;E  SAN-SEB25;PAPEL 1;20400;TOLOSA
ES;EUCP;TOLOSAKO INMAKULADA IKASTETXEA S.COOP;E  SAN-SEB07;KONDEKO ALDAPA, 5B;20400;TOLOSA
PT;EUCX;INSTITUTO POLITÉCNICO DE TOMAR;P  TOMAR01;Estrada de Serra Quinta do Contador ;2300-313 ;Tomar
ES;EUCP;IES NÉSTOR ALMENDROS;E  SEVILLA09;URB. ALJAMAR 3, CASA 110;41940;TOMARES ( SEVILLA )
FR;EUCP;LYCÉE ARTHUR VAROQUAUX;F  TOMBLAI02;10, RUE JEAN MOULIN BP 10049;54510;TOMBLAINE
ES;EUCX;"ESCUELA DE ARTE ""ANTONIO LÓPEZ""";E  CIUDA-R02;AVENIDA ANTONIO HUERTAS / 2;13700;TOMELLOSO
ES;EUCP;IES GARCIA PAVON;E  CIUDA-R16;AVDA. ANTONIO HUERTAS, 34;13700;TOMELLOSO
NO;EUCX;HØGSKOLEN I VESTFOLD;N  TONSBER02;Raveien 197, Postboks 2243;N - 3103;TØNSBERG
IT;EUCX;ACCADEMIA ALBERTINA DELLE BELLE ARTI ;I  TORINO04;Via Accademia Albertina 6;10123;Torino
IT;EUCX;UNIVERSITA' DEGLI STUDI DI TORINO ;I  TORINO01;Via Po 31;10124;Torino
ES;EUCP;CENTRO INTEGRADO DE FORMACION Y EXPERIENCIAS AGRARIAS;E  MURCIA16;GERARDO MOLINA S/N;30700;TORRE PACHECO (MURCIA)
ES;EUCP;INSTITUTO DE EDUCACION SECUNDARIA VALLE INCLAN;E  MADRID119;JUNCAL 14;28850;TORREJON DE ARDOZ - MADRID
ES;EUCX;IES MIGUEL HERRERO PEREDA;E  TORRELA01;Paseo Julio Hauzeur, 59;39300;Torrelavega
ES;EUCP;INSTITUTO DE EDUCACIÓN SECUNDARIA ZAPATÓN;E  SANTAND28;AVENIDA DE LA CONSTITUCION Nº 7;39300;TORRELAVEGA (CANTABRIA)
ES;EUCP;IES LOS MANANTIALES;E  MALAGA07;C/PERIODISTA FEDERICO ALBA 21;29620;TORREMOLINOS
ES;EUCX;I.E.S. LA MARXADELLA;E  VALENCI65;C/ PADRE MÉNDEZ, 151;46900;TORRENT
ES;EUCX;INSTITUTO LAS LAGUNAS;E  ALICANT28;AV. CORTES VALENCIANAS S/N;03180;TORREVIEJA
ES;EUCX;IES-SEP DE L'EBRE;E  TARRAGO12;Avda. Cristofor Colom, 34-42;43500;Tortosa
PL;EUCX;UNIWERSYTET MIKOLAJA KOPERNIKA W TORUNIU;PL TORUN01;Gagarina 11;87-100 ;Torun
PL;EUCX;WYZSZA SZKOLA BANKOWA W TORUNIU;PL TORUN02;Mlodziezowa 31a;87-100;Torun
PL;EUCX;WYZSZA SZKOLA KULTURY SPOLECZNEJ I MEDIALNEJ W TORUNIU;PL TORUN04;JOZEFA 23/35;87-100;TORUN
PL;EUCX;TORUŃSKA SZKOŁA WYŻSZA;PL TORUN03;MŁODZIEŻOWA 29;87-100;TORUŃ
ES;EUCP;"IES ""PRADO MAYOR"" - TOTANA";E  MURCIA20;C/MAGALLANES N. 1;30850;TOTANA
UK;EUCX;DARTINGTON COLLEGE OF ARTS ;UK TOTNES01;Higher Close;TQ9 6EJ;Totnes
FR;EUCP;LYCEE BONAPARTE;F  TOULON10;AVENUE WINSTON CHURCHILL;83000;TOULON
FR;EUCX;LYCÉE NOTRE DAME;F  TOULON18;29 BOULEVARD ABBÉ DUPLOYÉ;83100;TOULON
FR;EUCX;INSTITUT SUPÉRIEUR DE L'ELECTRONIQUE ET DU NUMÉRIQUE DE TOULON;F  TOULON19;MAISON DES TECHNOLOGIES, PLACE GEORGES POMPIDOU;83000;TOULON
FR;EUCX;ECOLE SUPERIEURE D'ART TOULON-PROVENCE-MEDITERRANEE-EPCC;F  TOULON21;168, BOULEVARD COMMANDANT NICOLAS;83000;TOULON
FR;EUCX;LYCEE ROUVIERE;F  TOULON03;BP 1205 Quartier SAINTE MUSSE;83070;TOULON cedex
FR;EUCX;ECOLE NATIONALE DE L'AVIATION CIVILE;F  TOULOUS18;7 AVENUE EDOUARD BELIN - BR 54005;31055;TOULOUSE
FR;EUCX;UNIVERSITE PAUL SABATIER - TOULOUSE III;F  TOULOUS03;118 route de Narbonne Bâtiment le Forum Louis Lareng ;31062 Toulouse cedex 9;Toulouse
FR;EUCX;INSTITUT SUPÉRIEUR DE L'AÉRONAUTIQUE ET DE L'ESPACE;F  TOULOUS16;10, AVENUE EDOUARD BELIN BP 54032;31 055 TOULOUSE CEDEX 4;TOULOUSE
FR;EUCX;INSTITUT CATHOLIQUE D' ARTS ET METIERS ;F  LILLE16;75 avenue de Grande Bretagne;31300;TOULOUSE
FR;EUCX;GROUPE ECOLE SUPERIEURE DE COMMERCE DE TOULOUSE;F  TOULOUS23;20, Boulevard Lascrosses - BP 7010;31068 cedex 7;TOULOUSE
FR;EUCX;UNIVERSITE TOULOUSE 1 SCIENCES SOCIALES ;F  TOULOUS01;2 rue du Doyen Gabriel Marty;31042;TOULOUSE
FR;EUCX;ECOLE SUPERIEURE  BILLIERES;F  TOULOUS42;76 allees Jean Jaures  Boite aux lettres 74;31000;TOULOUSE
FR;EUC;IRFEC (INSTITUT DE RECHERCHE ET DE FORMATION DE L'ENSEIGNEMENT CATHOLIQUE);F  TOULOUS61;20 bis rue des Fleurs;31000;TOULOUSE
FR;EUCX;INSTITUT CATHOLIQUE D'ARTS ET METIERS;F  NANTES56;75, avenue de Grande-Bretagne;31300;TOULOUSE
FR;EUCX;IFRASS - INSTITUT DE FORMATION, RECHERCHE, ANIMATION, SANITAIRE ET SOCIAL;F  TOULOUS64;2 bis, rue Emile Pelletier BP 44777;31100;TOULOUSE
FR;EUCX;INSTITUT TECHNIQUE PROFESSIONNEL BILLIERES (ITP BILLIERES);F  TOULOUS114;ITP BILLIERES, 18 RUE DU 14 JUILLET;31100;TOULOUSE
FR;EUCP;INSTITUT SAINT-SIMON-ARSEAA;F  TOULOUS116;INSTITUT SAINT-SIMON-ARSEAA, AVENUE GÉNÉRAL DE CROUTTE;31100;TOULOUSE
FR;EUC;INSTITUT CATHOLIQUE DE TOULOUSE;F  TOULOUS09;31 RUE DE LA FONDERIE, BP 7012;31000;TOULOUSE
FR;EUCX;E.P.A.G. AXE SUD;F  TOULOUS117;9 RUE DES AMIDONNIERS;31000;TOULOUSE
FR;EUCX;EPLEFPTA ARIÈGE-PYRÉNÉES;F  PAMIERS03;85 RUE DE LA COLOMBETTE;31000 ;TOULOUSE
FR;EUCX;INSTITUT CATHOLIQUE D'ARTS ET METIERS DE TOULOUSE;F  TOULOUS50;75 AVENUE DE GRANDE BRETAGNE;31300;TOULOUSE
FR;EUCX;CROIX-ROUGE FRANCAISE - INSTITUT RÉGIONAL DE FORMATION SANITAIRE ET SOCIALE;F  TOULOUS32;71 CHEMIN DES CAPELLES;31300;TOULOUSE
FR;EUCP;LT ISSEC PIGIER (INSTITUT SPÉCIALISÉ DE SECRÉTARIAT ET ETUDES COMPTABLES);F  TOULOUS118;9 RUE DE LA VIGUERIE;31300;TOULOUSE
FR;EUC;IDRAC TOULOUSE;F  TOULOUS39;4 PLACE AGAPITO NADAL;31300;TOULOUSE
FR;EUCP;IFSI CENTRE HOSPITALIER MARCHANT TOULOUSE;F  TOULOUS124;134, ROUTE D'ESPAGNE;31057;TOULOUSE
FR;EUCX;LYCÉE OZENNE TOULOUSE;F  TOULOUS08;9 RUE MERLY;31070;TOULOUSE CEDEX
FR;EUCX;UNIVERSITE DE TOULOUSE LE MIRAIL (TOULOUSE II);F  TOULOUS02;5 allees Antonio Machado;31058 CEDEX 9;TOULOUSE CEDEX 
FR;EUCX;ECOLE NATIONALE SUPERIEURE D'INGENIEURS DE CONSTRUCTIONS AERONAUTIQUES;F  TOULOUS17;5 place Emile Blouin;31 056 ;Toulouse Cedex 05
FR;EUCX;ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE TOULOUSE ;F  TOULOUS24;83 rue Aristide Maillol BP 10629;31 106  ;TOULOUSE CEDEX 1
FR;EUCX;ECOLE NATIONALE DE LA MÉTÉOROLOGIE;F  TOULOUS121;ENM - 42 AVENUE GASPARD CORIOLIS;31057;TOULOUSE CEDEX 1
FR;EUCX;ECOLE D'INGENIEURS DE PURPAN;F  TOULOUS15;75 voie du T.O.E.C. - BP 57611;31076;TOULOUSE CEDEX 3
FR;EUCX;ECOLE NATIONALE VETERINAIRE DE TOULOUSE;F  TOULOUS22;23 CHEMIN DES CAPELLES - BP 87614;31076 ;TOULOUSE CEDEX 3
FR;EUCX;INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE;F  TOULOUS14;135 Avenue de Rangueil;31077;TOULOUSE Cedex 4
FR;EUCX;INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE;F  TOULOUS28;6 allee Emile Monso - BP 34038;F - 31029;Toulouse cedex 4
FR;EUCX;INSTITUT UNIVERSITAIRE DE FORMATION DES MAITRES MIDI-PYRENEES;F  TOULOUS19;56 avenue de l'URSS;31078;Toulouse cedex 4
FR;EUCX;INSTITUT LIMAYRAC;F  TOULOUS41;50, rue de Limayrac - BP 45204;31079;Toulouse CEDEX 5
FR;EUCX;INSTITUT D'ETUDES POLITIQUES DE TOULOUSE;F  TOULOUS48;2 ter rue des Puits Creuses  BP 88 526;31685;TOULOUSE Cedex 6
FR;EUCP;CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE;F  TOULOUS122;2 RUE VIGUERIE, TSA 835;31059;TOULOUSE CEDEX 9
FR;EUCP;LYCEE JEANNE D'ARC;F  TOURCOI04;106 RUE DE LILLE BP 170;59202;TOURCOING
FR;EUCP;ESHOTEL;F  TOURCOI10;17 PLACE ROUSSEL;59200;TOURCOING
BE;EUC;ACADEMIE DES BEAUX-ARTS DE LA VILLE DE TOURNAI;B  TOURNAI01;rue de l'Hôpital Notre-Dame,14;7500;TOURNAI
BE;EUCX;HAUTE ECOLE PROVINCIALE DU HAINAUT-CONDORCET  ;B  MONS23;73, RUE PAUL PASTUR;7500;TOURNAI
FR;EUCX;LYCÉE GABRIEL FAURE;F  TOURNON02;PLACE STÉPHANE MALLARMÉ;07301;TOURNON SUR RHÔNE
FR;EUCP;LYCÉE TECHNIQUE PRIVÉ DU SACRÉ-COEUR;F  TOURNON03;7 AV DE LA GARE BP 33;07301;TOURNON SUR RHONE CEDEX
FR;EUCX;INSTITUTION  NOTRE DAME LA RICHE;F  TOURS26;30 rue Delperier;37000;TOURS
FR;EUCP;LYCEE POLYVALENT PRIVE D'ESTHÉTIQUE DE TOURAINE;F  TOURS27;49 RUE LAPONNERAYE;37000;TOURS
FR;EUCX;UNIVERSITE FRANÇOIS RABELAIS (TOURS);F  TOURS01;60 rue du Plat d'Etain - BP 12050;37020;TOURS CEDEX
FR;EUCP;LYCÉE CHOISEUL;F  TOURS03;78 RUE DES DOUETS BP9549;37095;TOURS CEDEX 2
FR;EUCX;ATEC ITS;F  TOURS30;17 rue Groison BP 77554;37075;tours cedex 2
FR;EUCX;INSTITUT RÉGIONAL DE FORMATION SANITAIRE ET SOCIALE CENTRE;F  TOURS31;130 RUE DU COLOMBIER - BP 27 362;37073;TOURS CEDEX 2
TR;EUCX;KARADENIZ TEKNIK ÜNIVERSITESI;TR TRABZON01;Karadeniz Teknik Universitesi Rektörlügü;61080;Trabzon
TR;EUCX;AVRASYA ÜNİVERSİTESİ;TR TRABZON02;ADNAN KAHVECİ MAHALLESİ RİZE CADDESİ NO: 226 PELİTLİ;61010;TRABZON
IE;EUCX;INSTITIÚID TEICNEOLAÍOCHTA TRÁLÍ;IRLTRALEE01;North Campus, Dromtacker;Co. Kerry;Tralee
IT;EUCX;CONSERVATORIO ANTONIO SCONTRINO DI TRAPANI;I  TRAPANI02;Via Francesco Sceusa, nr. 1;91100;TRAPANI
CZ;EUCX;ZAPADOMORAVSKA VYSOKA SKOLA TREBIC, O.P.S.;CZ TREBIC01;Okruzni 935;67401;Trebic
SK;EUCX;TRENCIANSKA UNIVERZITA ALEXANDRA DUBCEKA V TRENCINE;SK TRENCIN01;Studentska 2;91101;Trencin
IT;EUCX;UNIVERSITÀ DEGLI STUDI DI TRENTO;I  TRENTO01;Via Mesiano 77;38123;Trento
IT;EUCX;"CONSERVATORIO STATALE DI MUSICA  ""F.A.BONPORTI""   TRENTO";I  TRENTO02;Via S.M.Maddalena 1;38122;TRENTO
IT;EUC;"ISTITUZIONE DI ALTA CULTURA ISTITUTO MUSICALE ""LUIGI BOCCHERINI"" LUCCA";I  LUCCA03;via sabbioni 22/30;38100;TRENTO
ES;EUCP;IES PINTOR ANTONIO LOPEZ;E  MADRID155;54, BUENOS AIRES STREET;28760;TRES CANTOS
DE;EUC;THEOLOGISCHE FAKULTÄT TRIER;D  TRIER03;Universitätsring 19;D - 54296;Trier
DE;EUCX;UNIVERSITAET TRIER;D  TRIER01;Universitaetsring 15;54286;Trier
DE;EUCX;FACHHOCHSCHULE TRIER - HOCHSCHULE FUER TECHNIK, WIRTSCHAFT UND GESTALTUNG;D  TRIER02;Schneidershof, Postfach 1826;54208;Trier
IT;EUCX;UNIVERSITA' DEGLI STUDI DI TRIESTE ;I  TRIESTE01;Piazzale Europa 1;34127;Trieste
IT;EUCX;"CONSERVATORIO STATALE DI MUSICA ""GIUSEPPE TARTINI"" - TRIESTE";I  TRIESTE02;VIA GHEGA 12;34132;TRIESTE
IT;EUCX;SCUOLA INTERNAZIONALE SUPERIORE DI STUDI AVANZATI;I  TRIESTE03;VIA BEIRUT 2-4;34014;TRIESTE
SK;EUC;TRNAVSKÁ UNIVERZITA V TRNAVE;SK TRNAVA01;Hornopotočná 23;918 43;TRNAVA
SK;EUC;UNIVERZITA SV. CYRILA A METODA V TRNAVA;SK TRNAVA02;J. Herdu 2;917 01;Trnava
SE;EUCX;HÖGSKOLAN VÄST;S  TROLLHA01;Drottninggatan 37;461 86;TROLLHÄTTAN
NO;EUCX;UNIVERSITETET I TROMSØ;N  TROMSO01;Breivika;9037;TROMSØ
NO;EUCX;DRONNING MAUDS MINNE - HØGSKOLE FOR FØRSKOLELÆRERUTDANNING;N  TRONDHE06;THONING OWESENS GATE 18;7044;TRONDHEIM
NO;EUCX;HØGSKOLEN I SØR-TRØNDELAG;N  TRONDHE03;E.C. Dahls gate 2;N-7004;TRONDHEIM
NO;EUCX;NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET;N  TRONDHE01;O.S.Bragstad plass 3;7941;Trondheim
DE;EUCX;STAATLICHE HOCHSCHULE FUER MUSIK TROSSINGEN;D  TROSSIN01;Schulheiss-Koch-Platz 3;78647;Trossingen
FR;EUCX;UNIVERSITE DE TECHNOLOGIE DE TROYES ;F  TROYES08;12 RUE MARIE CURIE;10190;TROYES
FR;EUCP;IFSI TROYES;F  TROYES12;2 AVENUE DES LOMBARDS;10000;TROYES
FR;EUCX;TROYES AUBE FORMATION;F  TROYES07;217 avenue Pierre Brossolette;BP 710, 10002;TROYES CEDEX
DE;EUCX;EBERHARD KARLS UNIVERSITAET TUEBINGEN;D  TUBINGE01;Wilhelmstrasse 9;72074;TÜBINGEN
ES;EUCX;CENTRO INTEGRADO POLITECNICO ETI DE TUDELA;E  TUDELA01;CARRETERA DE TARAZONA S/N;E-31500;TUDELA
FR;EUCP;ISMIB;F  TULLE04;IMMEUBLE CONSULAIRE LE PUY PINÇON BP 30;19001;TULLE
TR;EUC;TUNCELI ÜNIVERSITESI;TR TUNCELI01;ATATÜRK MH.MUHLİS AKARSU CAD.TUNCELİ ÜNİVERSİTESİ REKTÖRLÜĞÜ;62000;TUNCELİ
IT;EUCX;POLITECNICO DI TORINO ;I  TORINO02;CORSO DUCA DEGLI ABRUZZI 24;10129;TURIN
IT;EUCX;"CONSERVATORIO DI MUSICA ""GIUSEPPE VERDI"" DI TORINO";I  TORINO05;Via MAZZINI 11;10123;TURIN
FI;EUCX;TURUN AMMATTIKORKEAKOULU - ÅBO YRKESHÖGSKOLA;SF TURKU05;Joukahaisenkatu 3 A;20520;TURKU
FI;EUCX;TURUN YLIOPISTO;SF TURKU01;;FI-20014;TURKU
UK;EUC;ST. MARY'S UNIVERSITY COLLEGE ;UK TWICKEN02;Waldegrave Road;TW1 4SX;Twickenham
PL;EUCX;WYŻSZA SZKOŁA ZARZĄDZANIA I NAUK SPOŁECZNYCH IM. KS. EMILA SZRAMKA;PL TYCHY01;AL. NIEPODLEGŁOŚCI 32;43-100 TYCHY;TYCHY
ES;EUCP;SAGRADA FAMILIA-ÚBEDA;E  JAEN03;AVDA. CRISTO REY, 25;23400;ÚBEDA
ES;EUCP;I.E.S. NTRA. SRA. DE LOS REMEDIOS;E  CADIZ16;AVDA. HERRERA ORIA, S/N;11600;UBRIQUE
IT;EUCX;UNIVERSITA' DEGLI STUDI DI UDINE ;I  UDINE01;via Palladio Nr.8;33100;Udine
IT;EUCX;CONSERVATORIO STATALE DI MUSICA JACOPO TOMADINI ;I  UDINE02;PIAZZA I MAGGIO 29;33100;UDINE
FR;EUCX;LYCEE RENE PERRIN UGINE;F  UGINE01;1019 AVENUE ANDRE PRINGOLLIET;73400;UGINE
DE;EUCX;UNIVERSITAET ULM;D  ULM01;Albert-Einstein-Allee 5;89069;Ulm
DE;EUCX;HOCHSCHULE ULM - Technik, Informatik & Medien;D  ULM02;Prittwitzstrasse 10;89075;Ulm 
SE;EUCX;UMEA UNIVERSITET;S  UMEA01;Universitetsomradet;901 87;UMEA
FI;EUCX;JYVÄSKYLÄN YLIOPISTO;SF JYVASKY01;P.O.Box 35 (T);FI-40014;UNIVERSITY OF JYVASKYLA
FI;EUCX;TAMPEREEN YLIOPISTO;SF TAMPERE01;University of Tampere;FI-33014;University of Tampere
SE;EUCX;UPPSALA UNIVERSITET;S  UPPSALA01; s:t olofsg 10A , Box 256;SE-751 05;UPPSALA
SE;EUCX;SVERIGES LANTBRUKSUNIVERSITET ;S  UPPSALA02;PO. Box 7010;SE-75007;Uppsala
SE;EUC;NEWMANINSTITUTET;S  UPPSALA05;SLOTTSGRÄND 6;753 09;UPPSALA
IT;EUC;ACCADEMIA DI BELLE ARTI DI URBINO;I  URBINO03;VIA DEI MACERI 2;61029;URBINO
IT;EUCX;"UNIVERSITA' DEGLI STUDI DI URBINO ""CARLO BO""";I  URBINO01;Via Pellipario, 9;61029;Urbino
IT;EUCX;ISTITUTO SUPERIORE PER LE INDUSTRIE ARTISTICHE;I  URBINO05;VIA SANTA CHIARA N. 36;61029;URBINO (PU)
TR;EUCX;KAPADOKYA MESLEK YUKSEKOKULU;TR NEVSEHI01;KAPADOKYA MESLEK YUKSEKOKULU, MUSTAFAPASA;50420 ;URGUP / NEVSEHIR
TR;EUCX;IZMIR YUKSEK TEKNOLOJI ENSTITUSU;TR IZMIR03;Urla ;35430;URLA-IZMIR
ES;EUCP;SALESIANOS URNIETA;E  SAN-SEB16;Bº ERGOYEN Nº 6;20130;URNIETA
ES;EUCP;CPES CESA BHIP;E  SAN-SEB45;POLIGONO ERRATZU 81;20130;URNIETA
TR;EUCX;USAK ÜNIVERSITESI;TR USAK01;USAK ÜNIVERSITESI,AB&ULUSLARARASI ILISKILER OFISI,1 EYLÜL K.;64200;USAK
FR;EUCP;INSTITUT DE FORMATION EN SOINS INFIRMIERS USSEL;F  USSEL02;IFSI 2 AVENUE DU DOCTEUR ROULLET;19200;USSEL
CZ;EUCX;UNIVERZITA JANA EVANGELISTY PURKYNE V ÚSTÍ NAD LABEM;CZ USTINAD01;Pasteurova /3544/1;400 96;ÚSTÍ NAD LABEM
PL;EUCX;WYŻSZA SZKOŁA INŻYNIERII DENTYSTYCZNEJ IM. PROF. MEISSNERA W USTRONIU;PL USTRON01;UL. SŁONECZNA 2;43-450;USTROŃ
ES;EUCX;IEFPS USURBIL GLHBI;E  SAN-SEB12;Etarte bidea 9;20170;Usurbil
LT;EUCX;UTENOS KOLEGIJA;LT UTENA01;MAIRONIO Str. 7;28142;UTENA
NL;EUCX;PROTESTANTS CHRISTELIJKE HOGESCHOOL MARNIX ACADEMIE;NL UTRECHT27;Vogelsanglaan 1;3571 ZM;Utrecht
NL;EUCX;HOGESCHOOL VOOR DE KUNSTEN UTRECHT;NL UTRECHT29;P.O. Box 1520;NL-3500 BM ;Utrecht
NL;EUCX;STICHTING HOGESCHOOL UTRECHT;NL UTRECHT24;F.C. Dondersstraat 65;3572 JE;Utrecht
NL;EUCX;UNIVERSITEIT UTRECHT;NL UTRECHT01;PO Box 80125;3508 TC;Utrecht
NL;EUCX;UNIVERSITEIT VOOR HUMANISTIEK;NL UTRECHT34;KROMME NIEUWEGRACHT 29;3512 HD;UTRECHT
ES;EUCP;IES FERNANDO LÁZARO CARRETER UTRILLAS;E  TERUEL08;CALLE MIGUEL SERVET 4;44760;UTRILLAS (TERUEL)
FI;EUCX;VAASAN AMMATTIKORKEAKOULU - VASA YRKESHÖGSKOLA;SF VAASA03;Wolffintie 30;65200;VAASA
FI;EUCX;VAASAN YLIOPISTO;SF VAASA01;Wolffintie 34/ P.O.Box 700;65200/ 65101;Vaasa
FI;EUCX;YRKESHÖGSKOLAN NOVIA;SF VAASA13;Fabriksgatan, 1;65200;VAASA
HU;EUCX;APOR VILMOS KATOLIKUS FOISKOLA;HU ZSAMBEK01;Konstantin ter 1-5.;H-2600;Vac
LI;EUCX;UNIVERSITÄT LIECHTENSTEIN;LI VADUZ01;Fürst-Franz-Josef-Strasse;9490;Vaduz
FR;EUCX;ESITPA - ECOLE D'INGENIEURS EN AGRICULTURE ;F  ROUEN22;ESITPA - Rue Grande - BP 607;27106;VAL DE REUIL CEDEX
PT;EUCX;INSTITUTO DE ESTUDOS SUPERIORES FINANCEIROS E FISCAIS;P  VILANOV07;Edifício Heliântia, Av. Dos Sanatórios, SN;4405-604;VALADARES - V. N. DE GAIA
CZ;EUCX;OBCHODNÍ AKADEMIE A  VYSSÍ ODBORNÁ SKOLA VALASSKÉ MEZIRÍCÍ;CZ VALASSK01;Masarykova 101;757 01 ;VALASSKÉ MEZIRÍCÍ
ES;EUCX;I.E.S. RICARDO BERNARDO;E  SANTAND14;C/ Mies del Corro s/n.;39724;Valdecilla. Cantabria
ES;EUCP;COLEGIO VALLE DEL MIRO;E  MADRID108;C/ CLARA CAMPOAMOR Nº 2;28342;VALDEMORO
ES;EUCP;IES GREGORIO PRIETO;E  CIUDA-R11;AVDA ESTUDIANTES S/N;13300;VALDEPEÑAS
FR;EUCX;LYCÉE TECHNIQUE PRIVÉ MONTPLAISIR;F  VALENCE12;75, rue Montplaisir;26000;Valence
FR;EUCX;EGC DRÔME-ARDÈCHE;F  VALENCE13;52/74 RUE BARTHÉLÉMY DE LAFFEMAS - BP 1023;26010;VALENCE CEDEX
FR;EUCP;L.G.T. LYCÉE GÉNÉRAL ET TECHNOLOGIQUE BARTHELEMY DE LAFFEMAS;F  VALENCE15;37-39 rue B. de Laffemas BP 26;26901;VALENCE CEDEX
FR;EUCX;ECOLE SUPÉRIEURE D'ART ET DESIGN GRENOBLE-VALENCE;F  GRENOBL45;PLACE DES BEAUX ARTS CS 40074;26903;VALENCE CEDEX 9
ES;EUCX;UNIVERSITAT DE VALENCIA (ESTUDI GENERAL) UVEG;E  VALENCI01;Menendez Pelayo 3;46003;VALENCIA
ES;EUCX;UNIVERSITAT POLITÈCNICA DE VALENCIA ;E  VALENCI02;CAMI VERA S/N;46022;VALENCIA
ES;EUCX;"UNIVERSIDAD CATOLICA DE VALENCIA ""SAN VICENTE MARTIR""";E  VALENCI11;Guillem de Castro, 175;46008;VALENCIA
ES;EUCX;I.E.S. JORDI DE SANT JORDI;E  VALENCI12;C/ Julian Pena, 5-11;46018;Valencia
ES;EUCX;ESCUELA DE ARTE Y SUPERIOR DE DISEÑO DE VALENCIA;E  VALENCI13;CALLE PINTOR DOMINGO, 20;46001;VALENCIA
ES;EUCP;SOCIEDAD COOPERATIVA VALENCIANA JUAN COMENIUS;E  VALENCI17;9, MÚSICO JARQUE CUALLADÓ, STREET;46009;VALENCIA
ES;EUCP;IES ABASTOS;E  VALENCI18;ALBERIQUE / 18;46008;VALENCIA
ES;EUCX;CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL MISERICORDIA;E  VALENCI19;C/ CASA DE LA MISERICORDIA, 34;46014;VALENCIA
ES;EUCP;I.E.S. CONSELLERIA;E  VALENCI20;C/MONESTIR DE POBLET S/N;46015;VALENCIA
ES;EUCP;IES RASCANYA - ANTONIO CAÑUELO;E  VALENCI21;AVD. GERMANS MACHADO, 9;46019;VALENCIA
ES;EUCP;IES LLOPIS MARI DE CULLERA-VALENCIA;E  VALENCI29;PINTOR GISBERT.18-5;46006;VALENCIA
ES;EUC;ESCUELA SUPERIOR DE ARTE DRAMÁTICO DE VALENCIA;E  VALENCI40;CAMINO DE VERA, 29;46022;VALENCIA
ES;EUCP;IES BENLLIURE;E  VALENCI41;Convent dels Carmelites, 13;46010 ;VALENCIA
ES;EUCX;IES FEDERICA MONTSENY;E  VALENCI52;C/PRIMERO DE MAYO S/N;46100;VALENCIA
ES;EUCX;CONSERVATORIO SUPERIOR DE DANZA DE VALENCIA (CSDV);E  VALENCI42;CAMINO DE VERA, 14;46022;VALENCIA
ES;EUCP;IES LA SENIA;E  VALENCI56;C/ MUSICO GINÉS 2 14;46021;VALENCIA
ES;EUCX;IFPS AUSIAS MARCH, VALENCIA;E  VALENCI43;CARRER ANGEL DE VILLENA S/N;46013;VALENCIA
